Loan ID,Loan Grade,Exception IDs
2301773.6,97,2
4473761.22,96,1|3
1922199.75,86,1|3
172979.25,96,1|3
2085805.43,96,1
7045184.48,90,3
6271118.02,92,1|3
166154.49,96,1
8124981.99,100,
139045.5,92,3
2875345.27,92,1|3
7696336.57,92,3
3766494.9,88,1|3
7485745.52,90,1|4
5888491.33,90,3
9048934.89,100,
9204222.99,98,3
5473770.54,98,2
9438997.05,96,1|3
2501463.0,100,
2094273.69,96,1
9582466.16,75,1|3|4
8481767.86,91,1|2|3
7035950.75,96,1
9728774.31,98,3
7424368.71,92,3
4615965.24,86,1|3
3696575.61,100,
6471434.75,100,
7665694.3,92,3
2089886.2,86,1|3
8872839.02,94,3
9468131.37,94,3
3463574.03,90,3|4
5373627.14,96,3
612519.23,96,1
4021712.09,56,3|4
7504583.95,95,1|2|3
1974101.63,96,1|4
514562.75,97,2
1177688.23,100,3
3510798.19,100,3
1581200.52,97,2
100943.55,94,1|3
4162433.58,96,1|3
4320518.4,95,1|2
9187874.86,97,2
8785441.04,100,
4373000.67,100,3
5303143.83,100,3
9813168.32,94,1|3
264217.27,96,4
6836125.1,96,1
1703096.49,88,1|2|3
560447.47,92,3
6252970.37,98,3
7366236.04,94,1|3
6159959.77,96,3
2789559.99,94,3
4402803.75,96,3
9320217.01,93,1|2|3
2096262.55,93,1|2|3
8441013.67,87,2|3
7186852.96,100,
4080889.48,100,
12314.64,52,1|3|4
9920487.79,90,3
1028611.41,100,3
6825780.22,90,1|3
8224628.25,94,1|3
1904547.29,96,1
9665275.89,90,3
5562602.08,90,1|3
9313191.09,100,
6095459.71,83,1|2|3
4231768.04,96,1|3
2448817.87,96,1
443139.53,100,3
3199631.39,100,3
1549378.88,100,
2968624.62,94,1|3
739660.45,88,1|2|3
7210074.73,95,1|2
8959061.86,96,1
5059364.32,96,1
8991538.75,46,1|4
4020748.85,92,3
9778960.05,90,1|3
332314.07,93,1|2|3
6901770.64,96,1
1033700.11,96,1
9218202.33,100,
3422023.09,92,3
4599081.89,100,
3832448.26,92,1|3
2855379.38,95,1|2
6259281.81,100,
2647806.39,58,1|2|3|4
3246549.34,88,1|3
5528235.68,98,3
4212573.79,92,3
6566569.99,100,
7668972.53,96,1
7393519.52,98,3
3855745.6,92,1|3
7355519.34,96,1
391562.19,90,3
8939562.83,96,1
6938323.02,100,
9380302.04,90,1|3
7892034.2,90,3
9256503.95,97,2
5034243.9,90,3
9457772.69,96,1
5479757.92,96,1
5763045.05,93,1|2|3
9526681.27,96,1
6330731.4,96,1|3
4465250.18,100,
5879119.97,100,
5964623.32,93,1|2
6405057.24,96,1
880714.79,93,1|2
4050164.27,100,
3548869.99,90,3
7115222.39,100,
8554041.92,92,2|3
7897069.13,95,1|2
8250256.12,96,1
5370711.98,96,1
3562421.81,92,1|3
9160381.4,95,1|2
9947079.13,96,1
1708732.68,100,
6132008.55,86,1|3
2433785.16,94,1|3
5714672.91,92,3
5400600.84,100,
7415324.2,96,1
4256710.64,96,2|4
2478685.64,100,3
7168948.11,88,1|3
3190426.15,96,1
8728231.84,100,3
4703435.33,86,1|3
9251899.81,92,2|3
6065620.9,94,1|3
5678487.63,96,1
4940777.58,96,3
2333145.58,90,1|3
9478493.38,96,1
5096499.99,96,1
7389244.66,96,1
2082243.91,96,1
9929156.49,90,1|3
2340442.01,99,2|3
368462.94,100,3
5465643.41,88,1|3
7712684.65,100,
9944449.54,96,1
3046276.19,100,
6466892.91,98,2
8395559.67,96,1
970160.56,100,3
3976532.23,96,1|3
6495629.44,90,3
8486548.57,99,2
553751.63,100,
457135.62,100,
8720179.97,95,1|2
6554662.82,100,
6993071.78,100,
8604667.52,96,1
6597255.97,80,4
8152758.29,96,3
8130427.36,88,1|3
3398910.96,97,2|3
8520914.1,52,1|3|4
7669921.39,100,3
465924.83,100,
334411.09,90,1|3
4940464.58,92,1|3
2702366.98,92,1|3
8087511.95,94,1|3
1401352.12,92,1|3
454882.67,95,1|2
197509.32,94,3
8487154.19,100,
1629174.68,100,
8331485.41,96,1
8748589.72,98,3
4808158.25,96,1
4539266.91,100,
4096445.29,96,1
9233739.96,81,1|2|3|4
1958479.09,95,1|2
997652.38,92,3
9371359.09,96,1
6898357.72,90,1|3
1745130.99,100,
863061.23,100,
5255816.45,100,3
5641912.62,100,
8734641.27,100,
4902718.03,90,3
981545.49,96,1|3
3070788.4,96,1
5698634.87,100,
4329706.15,100,3
2531402.32,100,
1472212.34,100,
7172727.56,90,3
3300550.4,96,1
4361021.36,96,1
9036577.28,92,1|3
322984.4,86,4
366484.78,90,1|3
3834272.52,83,1|2|3
9817803.7,96,1
9273253.84,96,1
2672853.38,94,1|2
9388464.94,90,1|3
3749983.29,100,
2945105.26,80,3|4
412980.82,100,
7716843.01,88,1|3
3460396.08,79,2|4
5829459.44,88,1|3
52667.19,96,3
9840621.89,88,1|2|3
4148294.14,88,1|3
9810672.49,100,
354369.38,96,1
2731377.98,92,3
7251410.33,96,1
3520034.74,80,1|3|4
2337822.02,96,1
2902521.16,20,4
7289266.75,90,3
6221515.8,100,3
9371246.02,87,2|3
9697707.36,96,1
332437.21,88,1|3
119414.45,100,
4211266.7,100,
8030455.39,96,1
2246940.8,96,1
9592602.54,58,2|4
12753.1,100,
3974488.14,100,
8888951.1,100,
511418.42,95,1|2
4946044.69,98,2
2839483.88,87,2|3
7641349.19,96,1
201800.02,10,3|4
3812845.01,100,
8231898.93,92,3
75979.37,100,
3887526.8,99,2|3
9427542.64,99,2
7743939.25,96,3
9577149.1,96,1
8325360.32,94,1|3
280515.3,86,1|3
5699202.59,100,
4372728.3,94,3
2286884.26,96,1
7737039.33,95,1|2
5497340.09,93,1|2
7973048.71,94,1|2
5059169.26,100,
6367282.21,90,1|3
8550128.45,87,2|3
8444605.6,99,2
6413768.99,100,
8205893.76,92,3
1865974.81,96,1
7136651.97,96,3
1813727.11,95,1|2
7555509.1,100,
9094900.77,100,
1179770.37,100,
2796219.17,96,1
793039.68,96,1
7974787.54,94,1|2
698018.51,96,1
3387200.74,90,3
693749.56,96,1
8301909.64,92,2|3
1802972.36,90,1|3
7318757.31,83,1|2|3
9077493.89,94,1|3
2107780.56,85,1|2|4
5683530.94,96,1
5683808.88,94,1|3
2986437.79,98,2
4518493.78,98,2
1336276.48,100,
2657107.42,100,
5125381.86,94,1|2
5107602.66,100,
4343336.98,100,
3627879.86,100,
5810544.85,87,2|3
7579027.84,100,
8434649.18,100,
5212500.1,95,1|2
6752440.93,96,1
5361837.72,100,3
8307060.19,92,1|3
7340761.85,92,3
361516.6,96,1
9712119.02,93,1|2
872188.06,96,1
3690216.88,100,3
103533.63,96,3
1545357.99,96,1
1501846.08,86,1|3
2692449.86,94,3
1165179.65,86,1|3
6619065.8,100,
1927391.38,7,2|3|4
1495105.38,90,1|3
5068252.88,96,1
3809172.37,90,3
4267296.36,96,1|3
9691564.19,96,1
9078010.02,100,
3286189.52,100,
5455464.3,100,
6780285.37,94,3
7269355.61,96,1|3
8033204.51,95,1|2
3264139.52,94,1|3
1797080.97,88,1|3
1492920.03,96,1|3
2672492.59,90,1|3
2361301.89,96,1
2715108.23,92,3
5520164.59,90,3
1694804.94,98,3
7376447.17,96,1|3
6064472.15,70,4
3053582.55,96,1
4648464.89,96,1
7986270.4,100,
4339516.62,100,
5012464.38,100,
9037986.32,99,2|3
1081455.16,90,1|3
9805485.78,100,3
3382933.41,100,
9070211.01,98,3
2617277.08,100,
3442858.69,100,
4277717.3,94,3
9605315.86,96,1|3
3796177.17,100,
4012223.63,73,1|2|3|4
1371824.9,100,
8039039.51,66,1|4
8879491.76,96,1|3
4927666.17,100,
3851408.51,98,2
3282588.94,96,1|3
2138778.02,96,1
9769546.84,96,1
3134358.54,96,3
7026329.17,100,3
7860210.77,88,1|3
5162449.55,72,1|3|4
6529314.57,90,1|3
6048396.16,100,
1978117.95,100,
7006718.18,96,1
3706678.1,92,1|3
4800064.24,86,1|3
335902.19,92,2|3
1987294.62,97,2|3
9642618.41,100,
4779096.04,100,
5493224.85,94,1|3
4020497.34,96,1
1807975.21,100,
167617.0,96,1
867388.99,96,1
7022484.92,94,1|2
3674841.03,96,1
4404056.98,90,1|3
8198063.5,100,
7112617.52,100,
3393075.84,96,1
2601972.56,100,3
75797.81,90,1|3
8280565.46,98,3
2878234.29,96,1
3412254.17,91,1|2|3
7856652.89,86,1|3
9614795.29,100,
2161647.77,94,1|3
3944913.62,92,1|3
4420872.82,96,1|3
5301469.95,83,1|2|3
3122483.11,96,1
8879649.66,96,1
9982395.08,100,
4541934.83,99,2
3921524.47,98,3
204871.53,100,
4362580.89,94,1|3
7254901.01,96,3
1283433.07,86,1|3
6609768.56,90,1|3
1331702.94,100,3
6784427.79,100,
6841127.89,96,1
7407704.17,96,3
4554634.63,96,1
8161818.58,100,
5471974.61,95,1|2|3
1359632.57,100,
4302734.92,95,1|2
3520740.01,100,3
2548086.56,95,1|2|3
9615957.11,96,1
6399402.64,90,3
4755308.37,96,1
3127683.76,96,1
5607423.43,88,1|3
65037.41,96,1
5760034.53,93,1|2|3
2918228.76,96,1|3
9508331.65,96,1
2787153.01,96,1
5052384.39,96,1
7453882.1,100,3
7166821.43,92,1|3
8087624.32,94,3
2581880.97,99,2
4798752.72,100,
1088177.03,100,
2393314.58,96,1
9387069.73,88,1|3
4817194.53,88,1|2|3
3195371.53,100,
6843873.38,94,3
5859935.64,96,1
7438085.18,87,2|3
287467.16,96,1
4924325.25,100,
8204158.02,94,1|3
3185175.44,100,
8701621.37,96,1
3389651.37,94,3
8125084.97,87,2|3
3005731.98,99,2
7909280.91,70,4
8707246.84,88,1|2|3
4645565.25,99,2
1751310.8,88,1|3
5411828.46,93,1|2
5519533.19,96,1
1426218.02,98,2
8285397.86,100,
1581141.42,97,2
9586928.87,96,1|3
8040857.73,96,1
2656357.93,100,
8079307.63,94,3
6105959.66,94,3
2612218.48,96,1
9811129.7,100,
201296.13,100,3
1923541.95,100,
3454112.88,96,1|3
7176049.89,88,1|3
6469001.2,96,1
2095630.08,96,1
9268374.17,99,2|3
6213084.57,94,3
5092570.8,94,3
6813875.97,86,1|3
1839278.18,100,
8453541.69,93,1|2|3
7640619.83,32,3|4
4491270.5,100,
6140739.82,92,2|3
7188341.07,90,1|3
6290416.53,100,
5492188.67,98,2
8803155.97,100,
8264107.47,96,1
8844835.97,96,1|3
1091973.07,90,1|3
4814584.45,96,1
5423815.56,86,1|3|4
4497655.09,96,1
7355480.62,100,
2490368.41,95,1|2
6725474.03,96,1|3
3154187.0,100,
3456345.67,90,3
572141.07,90,3
8646416.25,100,4
8054904.08,100,
2147629.58,100,3
2073217.88,96,1
7402798.72,83,1|2|3
4446128.71,48,2|4
4311460.88,95,1|2
1111257.06,100,
8802830.2,96,1
7172731.93,98,3
5224171.78,96,3
3343440.11,96,1
7597765.21,96,1
4654791.8,86,1|3
1699582.83,96,1
2822934.33,96,1
8427974.81,94,3
6433206.7,100,
1061247.79,96,3
2682355.44,96,1
7107356.86,96,1
6604086.61,96,1
7090609.47,94,3
372488.23,88,1|3
8658982.32,98,3
6303878.23,95,1|2|3
7998153.34,94,1|3
1967197.31,96,1
766049.4,100,
713456.52,93,1|2
9872502.28,96,1
8739101.29,100,
6272342.73,96,1
4589836.5,84,1|4
3929626.97,92,1|3
9664262.35,95,1|2
9088675.46,87,2|3
78515.64,88,1|3
6765836.71,100,
9410494.26,90,3
571076.05,99,2
5694988.9,94,1|3
4774245.78,86,1|3
40095.22,100,
4079164.55,96,1
9994451.8,94,1|2
3678707.0,93,1|2|3
9285431.9,100,
2136442.32,96,1
1728442.45,93,1|2
2497851.4,100,
6281453.18,96,1
9361121.54,97,2|3
3593640.02,99,2
2458091.57,96,3
8374518.67,100,3
5907686.25,94,3
3530847.43,96,1
4144536.89,75,1|2|4
228689.8,86,1|2|3
8321894.7,100,
7899197.37,96,1
3712799.49,96,1
8148622.47,100,3
9618479.83,99,2
5922991.97,94,1|3
1524544.02,100,
7022150.7,96,3
4911061.54,96,1
6119470.69,94,3
2768860.06,90,3
2684841.77,86,1|3
9801791.53,96,1
1165746.57,90,3
8402295.32,94,1|3
9964226.21,96,3
8135057.53,94,1|3
6630320.2,100,
4178599.18,92,3
7636948.61,91,1|4
7994268.2,96,1
8404827.63,94,4
6722599.49,100,
145911.59,96,1|3
4445368.7,100,
8121583.74,94,1|3
8035024.68,86,1|2|3
3212119.38,96,1
1842980.81,100,
8197687.35,100,
5684009.88,96,3
3910113.66,100,
2006002.74,100,
1275779.74,95,2|3
4072276.02,100,
1579891.75,96,1
5575187.23,96,3
6521599.85,100,
5826805.12,92,2|3
1078584.0,90,3
8773322.4,10,3|4
7921784.84,88,1|3
7252100.53,90,1|3
9090828.08,100,3
8025937.6,86,1|3
1808659.59,90,3
296849.87,90,3
5125501.2,100,3
1214454.97,98,3
9328673.22,96,1
9873772.15,98,3
3260665.17,100,
3765060.74,96,1|3
1323819.82,94,3
1336158.49,92,2|3
3385286.85,90,3
9656119.98,96,1
4191212.06,20,4
4870460.34,96,1
8400939.07,96,1|3
194537.85,90,1|3
5332382.66,95,1|2
2050792.49,96,1
6280988.5,96,1
1914365.32,86,1|3
1655776.94,96,3
5239663.93,92,1|3
5495550.6,92,1|3
114938.79,96,1
9821974.84,96,1
6227398.81,96,1|3
6163196.42,99,2
9186778.4,96,3
9760283.59,100,
2746163.03,96,3
8564199.58,86,1|2|3
6666815.73,99,2
4565685.59,96,1
3286227.69,88,1|3
9367225.22,96,1
5158122.93,96,1
3125397.74,100,
4728752.93,96,3
183112.2,100,3
2938711.52,40,1|3|4
9848223.73,99,2
6403913.19,92,2|3
5045846.24,96,1
8468766.53,93,1|2
3833852.96,88,1|3
8362282.76,94,3
3780441.0,100,
4036988.72,92,3
8518370.11,90,2|3
2627479.7,100,
7641402.04,100,
9595462.08,96,1
7934321.78,90,1|3
868233.42,90,1|3
1118022.14,90,1|3
1556158.06,100,3
4948790.65,96,1
3499873.39,90,3
5590949.62,92,1|3
7936639.7,96,1
9060654.15,92,1|3
483333.56,94,1|2
3595306.42,100,
6264018.92,88,1|3
9413446.33,100,
9074720.11,92,2|3
222801.73,100,
1308047.74,100,
1986666.26,96,1|3
8501788.62,94,1|3
6323446.92,94,1|3
3897677.63,50,4
4770371.06,83,1|2|3
8440922.54,95,3|4
8570345.61,84,1|4
8985460.73,88,1|3
2182792.08,100,
7783744.83,100,
4809341.44,90,1|3
9929138.64,100,
8146485.51,98,3
1985579.51,100,
7748828.08,96,1
2441113.93,92,2|3
8723034.27,92,3
4104568.37,86,1|3
1802342.85,96,1|3
7760987.38,99,2
8908725.23,95,1|2|3
1733031.43,90,3
8254267.67,91,1|2|3
2830279.32,96,1
8799568.52,92,3
3357409.94,98,3
6674683.57,100,3
7143191.81,93,1|2|3
7332261.31,96,1
8428277.18,100,
418816.75,86,1|2|3
6900586.66,96,3
1279620.0,86,1|2|3
445537.89,96,1
8230714.74,96,1|3
6913147.78,90,2|3
1570973.74,96,1
8105160.76,100,
7279931.38,94,1|2
4299784.15,95,1|2|3
4454168.75,96,1
1835386.98,96,1
6490117.92,92,3
2461751.1,96,3
1077814.7,94,1|2
3099487.08,96,1
8288311.95,94,1|3
5704521.01,96,1
4069166.94,16,1|4
5778181.71,96,1
895121.0,86,1|3
3864410.55,99,2
6476346.02,90,3
74774.89,92,1|3
3534013.29,87,2|3
6691851.15,96,1
2849057.34,96,1|3
4231412.03,96,1|4
1880164.19,98,3
7862122.62,98,2
5122198.51,98,3
5783601.8,96,1
6529322.66,94,1|3
6070572.67,86,1|3
9015648.37,95,1|2
1873547.58,95,1|2
8252245.19,88,1|2|3|4
9364985.9,92,1|3
6680227.81,98,3
1258169.42,96,3
1326929.04,86,1|3
1115715.25,100,
6263670.4,86,1|3
8220988.09,96,1
2753699.59,100,3
3471302.26,98,3
9634447.73,90,1|3
2243435.97,98,3
6075517.59,100,3
7145247.3,100,
4536209.01,86,1|3
4800131.1,86,1|3
2023198.73,87,2|3
5675299.01,95,1|2
3223399.18,94,3
3402342.02,86,1|3
4057859.25,86,1|3
9790011.11,96,1|3
6244346.07,94,3
2962491.73,90,3
8600514.35,100,
9350013.41,95,1|2
396364.42,96,1
7924276.84,100,
677841.44,100,
8958852.26,96,1
510242.66,100,3
3927384.81,96,3
9436437.72,90,1|3
6254336.87,96,1
5476920.4,86,1|2|3
8844353.23,86,1|2|3
7353769.33,96,1
2640017.42,100,
963140.15,94,1|3
9374331.9,96,1
181548.04,94,1|3
9155279.44,94,1|3
638312.29,90,4
5470451.92,96,3
4970346.5,86,3|4
3093788.64,96,1
3052612.16,86,1|3
2163837.81,96,1
7116923.43,99,2
8671867.04,36,1|4
5378386.69,90,3
213607.2,100,
80633.09,92,1|3
648389.25,96,1
2604198.35,100,
5834307.81,87,2|3
1501685.98,90,3
1418404.54,100,
4597827.8,88,1|3|4
862241.62,100,
1615141.49,99,2
3385079.19,100,3
6644521.5,96,3
86711.88,96,1
7849436.88,95,1|2
1369565.52,94,1|3
3686631.61,94,1|3
7647216.84,96,1
5380630.46,92,1|3
6944917.84,100,
6535246.34,96,1
9331171.01,96,1
5869314.34,100,
532762.7,98,3
1295486.57,90,3
7558491.97,88,1|3
4859219.4,88,1|3
4618962.08,100,
41710.56,96,1
6389869.3,92,1|3
9612249.96,92,1|3
6511026.8,92,2|3
2075013.11,99,2
1836801.51,95,1|2
2309915.24,90,1|3
1822970.68,96,1|3|4
5447614.25,86,1|3
8106528.18,94,1|2
9415362.44,96,3
750100.8,94,1|3
2391902.08,96,1|3
5730995.97,94,1|2
6557742.47,94,4
1554334.51,96,1|3
3151306.82,98,2
7963794.59,94,3
7216783.66,100,
5642888.22,96,1
9513658.94,96,1
983586.23,96,1
928330.86,100,
9460352.79,98,3
191459.84,96,1
4236769.34,88,1|3|4
7836958.23,98,3
1003115.44,95,1|2
9800945.69,96,3
7491547.13,96,1
8686441.45,100,
4688483.21,100,3
5733148.25,99,2|3
6413813.97,96,1
2269749.57,91,1|2|3
8549965.34,100,3
2508161.08,98,3
659704.56,90,4
3092211.16,100,
3658108.79,94,3
991023.28,86,1|3
2294197.79,91,1|2|3
8611351.16,98,3
6093019.47,86,1|3
5259714.36,92,1|3
7461761.5,99,2
7774294.39,96,1|3
9556206.89,92,1|3
5690802.81,98,3
2601013.58,100,
3307867.09,10,3|4
4825586.79,100,3
4959852.37,90,1|3
3632747.38,99,2
3663100.65,96,1
6190874.64,98,4
4488069.78,96,3
4571929.57,83,1|2|3
2783429.85,92,3
7695519.79,90,1|3
4207477.75,96,3
7022257.03,94,1|3
6672880.08,98,3
4887587.55,96,1
151908.52,96,1
4076958.42,95,1|2
687267.43,96,3
5236053.13,96,1
7855554.24,92,2|3
69296.67,94,1|3
1597845.37,82,1|4
1171441.08,100,
8698702.58,96,3
7055080.48,96,1|3
9081295.76,88,1|3
1292263.13,98,3
8390194.7,96,1
5590942.34,96,1
9748635.19,100,
2802276.33,92,3
7594108.88,90,1|3
6792572.34,100,
9391425.44,90,2|3
3259050.8,100,
1672023.37,100,
8283852.25,99,2
1121252.82,100,
8826351.31,97,2
3453944.74,100,
9294717.02,96,1
2835789.45,100,
8776271.75,96,1
1125380.45,95,1|2|3
2582075.28,96,1
3116478.4,96,1
2576127.52,97,2
2608073.07,99,2
6828139.01,100,
101194.32,100,
82297.58,96,3
5529153.22,92,1|3
4728831.81,100,
3772508.31,83,1|2|3
1269871.01,90,3
6350467.55,96,1
3274812.63,100,
9017769.08,94,3
4957910.49,88,1|3
2840885.82,100,
4091043.08,96,1|3
4402886.88,96,1
6962096.72,94,3
9183281.78,100,
2061272.75,96,1
7475674.87,40,4
3714495.59,90,3
6339829.6,86,1|3
9451027.02,98,3
1135185.21,96,1
5545151.86,88,1|3|4
8686007.36,100,3
7878176.22,96,1
8602768.3,100,3
1037373.71,96,1
1890471.98,96,1
3350345.34,92,3
4546159.84,59,2|4
4094610.31,70,4
4682779.29,94,1|2
9644478.11,72,1|3|4
7483526.92,100,3
5248580.67,96,1
9763558.34,97,2|3
8713449.82,96,1
2102269.91,96,3
2677122.7,92,2|3
8518581.31,92,3
5774373.64,100,3
5550515.67,76,1|4
1784170.41,98,2
3153840.1,92,2|3
9536845.63,95,2|3
9803939.14,96,3
3090227.39,92,3
55834.86,96,1
6122845.73,90,2|3
4894015.15,100,
7706789.31,92,1|3
9885107.58,100,
277117.87,88,1|2|3
5278222.73,100,
6031711.07,100,
1092105.56,94,1|3
4374093.23,86,1|3
9799698.44,96,1|3
2048299.96,46,1|4
3903931.86,96,1|3
403819.88,92,1|3
3242405.2,100,
8515188.31,96,1
929816.93,94,1|3
7769214.94,96,1
6584688.62,86,1|3|4
4518288.18,92,3
2496297.02,100,
1458840.51,100,
5205979.24,100,
852095.75,96,1|3
4505381.71,96,1|3
7902092.42,95,1|2
958480.88,94,1|4
3389629.04,94,3
6927828.68,100,
9241448.65,96,1
7886562.96,92,2|3
880959.93,90,1|3
9945614.0,84,1|3|4
7065780.17,99,2|3
7599843.29,92,2|3
2835227.34,100,3
7342051.55,90,1|3
2297374.06,98,2
8008253.79,100,3
5447316.21,98,3
7489116.45,99,2
725679.24,94,1|3
122189.02,99,2|3
1141100.06,88,1|3
6278842.46,92,3
9862049.9,96,1
9196133.57,96,1
7724244.18,98,3
6620762.62,86,1|3
3827351.17,96,1
4843153.42,98,3
9715157.85,96,1
4247742.5,100,
1334827.75,96,1
9975254.25,86,1|3
8103168.29,95,1|2
1632672.78,96,3
4270752.81,96,1
7232752.48,90,1|3
7201175.21,100,
9270353.96,88,1|3
6020986.62,100,3
9412708.57,90,1|3
8915234.29,98,3
6069961.24,100,
9643212.91,95,1|2
6447939.05,100,3
7564366.33,96,1|3
9808148.7,100,3
4690725.75,96,1
5166456.77,99,2
2347581.29,96,1
3067782.56,92,1|3
1045821.97,99,2
3634524.69,95,1|2
9280073.25,90,1|3
8577874.08,100,
4411356.46,86,1|3
7740050.35,94,1|3
3823777.55,96,3
8385075.18,50,4
1932694.4,94,3
5273396.04,98,3
2843041.44,92,3
2162769.56,67,1|3|4
6570953.39,92,3
9060735.18,100,
1189579.0,36,1|3|4
4404303.36,96,3
441850.47,98,3
9520833.43,96,1
637823.22,99,2
466908.97,100,
1310254.11,95,1|2|3
485166.11,100,
1414473.18,96,1
5295828.52,96,1|3
6411647.08,96,1
1315827.77,98,3
425328.38,90,3
1295515.53,92,3
9613026.39,100,
1704656.95,95,1|2
149972.63,100,
6086146.21,90,1|3
7063405.01,97,2
4233169.95,92,3
802107.43,96,1
2714288.16,92,3
4278585.45,96,3
1136852.7,96,1
6488088.26,90,3
3239439.89,100,
4260590.92,100,
7003273.11,99,2
3452353.79,96,1
5080678.26,88,1|3
4569607.1,96,1
7478892.8,96,3
3583986.53,94,1|2
8495983.91,100,
5817609.06,96,1
5140445.0,96,1
6848107.02,98,3
1442234.95,87,2|3
1460830.91,46,1|4
3710084.43,93,1|2
4309951.08,20,4
6051721.57,96,3
693516.87,100,3
6646024.06,90,3
9353783.69,96,1
9007353.6,96,1
8735416.59,90,1|3
6617321.67,100,
7920424.48,97,2|3
1201149.47,62,2|3|4
2129960.24,100,
8539992.06,100,
6390428.96,100,
428171.88,88,1|3
6290353.4,92,2|3
3156662.74,96,1
204814.22,100,
2020353.81,94,3
8738912.59,94,1|3
4589324.02,96,3
5921205.78,90,2|3
7137837.54,100,
7547492.0,90,1|3
8221217.21,94,1|3
8755292.07,96,1
8596504.2,96,1
2156594.94,96,1
9010213.42,100,
3056470.92,94,3
2598151.4,96,1|3
8601210.33,96,1
9294256.99,96,1
956320.3,100,
5643121.86,86,1|3
7192910.26,100,
4411172.88,100,
4080402.76,97,2|3
3729388.34,100,
1624994.5,96,1
7816095.31,96,1
6280684.33,96,1
8395943.64,90,4
2010572.21,96,1
9318909.5,90,3
8948418.2,92,3
5092302.32,96,1
9234631.88,96,1
9472433.05,92,1|3
5329099.64,96,1
8724146.12,94,1|3
5041575.68,90,3
1080418.48,96,1
2262022.6,100,
8313437.86,96,1
8096436.73,86,1|3
1138347.6,100,3
3733065.61,96,1
9367241.71,100,
615957.49,100,
1659762.18,87,2|3
6856720.91,100,
6068317.61,96,3
2659794.12,90,3
5568733.96,96,1
1268598.51,96,1
8055850.43,86,1|3
6742804.64,96,1
6702496.93,100,
1042801.73,100,
2980545.72,90,3
8477767.34,100,
1856363.61,96,3
2309270.14,92,2|3
3564626.39,96,3
8411425.35,83,1|2|3
2425900.22,90,1|3
3584730.94,94,1|3
5464655.06,90,1|3
9296033.56,96,1
6738498.56,96,1
8076194.88,100,
1401884.67,98,3
9629813.43,90,1|3
6948193.48,96,3
2956560.97,100,
3453647.83,92,1|3
6137480.04,88,1|3
9705572.65,91,1|2|3
5439092.72,96,1
6519415.41,100,3
7181404.22,96,1|3
2845898.74,95,1|2
772505.07,94,1|3
939232.64,100,
989827.55,96,3
8131399.04,94,3
7367990.83,94,3
1871987.65,94,3
8356985.92,96,1
9603919.56,96,1
9785736.33,100,
6950562.44,96,1
8199044.86,98,2
6102382.17,85,2|3|4
2041524.86,86,1|3
6704253.56,96,1
3558582.47,94,1|3
5527507.86,96,1
9756045.98,92,1|3
5350600.14,86,1|3|4
2591969.76,100,3
9473713.3,100,
3388225.05,100,3
8591632.73,88,1|3
4602637.91,100,
5568568.82,96,1
95502.05,94,1|3
5337561.33,90,3
9904400.21,90,3
5767174.64,96,1
4123955.95,96,1
1801425.17,100,3
8868875.91,96,3
9913862.04,88,1|3
6468469.98,92,3
9885387.97,100,
5159978.79,38,1|2|3|4
5552194.81,98,3
4526311.51,96,1
8926724.19,96,1
75625.83,100,
258776.47,92,1|3
4988285.35,94,1|3
6601387.85,96,1
138473.27,100,
7490750.09,100,
4366357.49,94,1|3
4614150.86,100,
6094755.47,99,2
4079209.0,100,
9684745.21,96,3
5219228.37,96,1
6801478.3,96,1
9294627.62,88,1|3
1111099.99,100,
2047499.87,100,3
1864652.66,96,1
6985232.84,97,2|3
5293113.9,93,1|2
5549883.6,96,1|3
9333712.74,96,1|3
2439562.46,96,1
6491299.16,96,1
6032586.05,96,3
4360137.79,88,1|3
4600638.43,100,
1029970.05,99,2
9138852.74,96,1
5374017.69,96,1
358714.71,100,
4829847.77,100,
7676291.53,92,3
3677555.99,88,1|3
8008929.38,97,2|3
9382150.14,100,
5887872.68,92,3
6374632.74,96,1|3
1673198.79,99,2
8500340.87,96,1
576072.49,92,1|3
9518470.44,100,
4863584.44,100,
8781022.1,90,3
5144319.7,96,1
7564844.38,100,
887013.43,95,1|2|3
5995647.19,99,2
4760238.5,100,
2822279.6,96,1
642562.64,92,2|3
9676446.05,100,
8051482.39,96,1
2884357.4,92,3
6322298.86,96,1
7890429.1,92,3
7045191.11,92,1|3
8047730.23,90,1|3
401207.43,90,3
6518848.08,99,2
3766002.84,93,1|2|3
2952836.57,90,1|3
755448.45,98,3
1899914.34,94,3
3707502.06,91,1|2|3
249553.58,87,2|4
1904012.76,98,3
8043354.7,92,1|3
7042874.1,88,1|3
3581625.82,86,1|2|3
3108897.0,95,1|2|3
7026573.29,96,1
4055738.82,96,1
2842110.05,100,
3681705.24,96,3
5258582.67,100,
1104859.68,94,1|3
6623357.46,96,3
7956786.67,100,
4522627.22,96,1
6549441.72,97,2|3
487735.65,92,1|3
5160048.63,94,1|3
8896251.04,96,1
5081540.17,92,3
2775540.77,96,1
759575.96,86,1|3
8295542.81,86,1|3
5852691.72,90,3
7127774.82,100,
8971614.83,94,1|3
8663999.67,100,
4893232.93,90,1|3
9650988.04,96,1
4046407.04,88,1|3
526714.65,96,3
5484146.83,90,3
2204177.22,96,1
6742584.99,99,2
8920583.37,98,3
5202733.62,83,1|2|3
