Data Extract Date,Portfolio,Loan ID,Property ID,Original Balance,Current Balance,Arrears Balance,Months in Arrears,CMS,Current LTV,Original LTV,Latest Valuation Amount,Latest Valuation Date,Fitch Product Category,Originator Product Category,Further Advance,Completion Date,Original Term,Maturity Date,Interest Rate Type,Current Index,Reversionary Index,Current Interest Rate,Current Margin,Reversionary Margin,Reversion Date,Loan Purpose,Repayment Type,FTB Flag,RTB Flag,Self Cert Flag,Property Type,Occupancy,Region,Tenure,Bankruptcy Marker,No of CCJs,Value of CCJs,Income Borrower 1,Income Borrower 2,Index Reference Rate,Originator,Possession Flag
201305,8259623.15,9264754.94,3032586.25,112305189.99,92455774.21,149496357.56,75882.84,30475.68,12.11,9.71,110079440.55,20120730,M,House,N,21880813,1.38,22580816,floating,SVR,SVR,20.97,-0.05,1.07,23401117,RC,RE,Y,Y,Y,ND,BTL,US,Feudal,N,1.48,40255.87,23703.29,7662106.33,13.86,GMAC,Clingy
198012,2274579.56,9690725.51,8289821.17,43065755.14,104038759.59,39687477.38,27819.88,32553.92,10.47,16.33,59822969.69,20070501,N,Bank,Y,21501112,40.8,20401031,floating,FIX,SVR,43.08,-1.8,1.67,22221011,RD,IO,Y,Y,Y,ND,ND,UK,Leasehold,N,0.88,69345.7,79754.55,2755105.85,5.98,SPML,Super chill
199204,8698036.5,3019173.64,6277946.86,108581876.77,150968846.5,132433670.51,13949.48,2343.49,19.12,18.27,6475919.4,20090822,L,Biggest Yacht,Y,22011105,6.86,21400718,fixed,1ML,3ML,20.66,-1.88,-1.49,20770626,CO,IO,N,N,N,OT,POW,US,Freehold,Y,3.67,19796.66,11692.2,7445049.38,8.9,Kensington,Clingy
198102,5624757.26,9036246.68,7196666.19,141753933.85,102944801.03,144341425.2,57269.49,22781.94,9.36,13.43,44894233.08,20030218,M,Awesome Yacht,N,20191111,27.63,22960405,fixed,SVR,FIX,13.39,0.27,0.75,20040202,OT,RE,Y,Y,N,TH,POW,UK,Leasehold,N,3.17,22149.72,73319.03,2399797.71,11.35,GMAC,Never calls
201103,4256815.11,6410151.86,9337458.92,107238963.34,167509773.46,79225536.96,3343.41,94312.52,19.02,5.39,198824567.49,19980426,U,House,N,21251112,20.34,20170509,floating,1ML,OTH,54.85,-1.93,-1.63,22970824,OT,ND,Y,Y,Y,OT,POW,UK,Leasehold,N,1.68,85701.31,95911.42,6286876.02,13.8,GMAC,Somewhat possessive
200809,7507890.9,4822585.56,1864473.6,99679176.11,55603841.96,94124358.6,8534.01,95465.13,7.78,9.24,41476414.92,20110715,M,Awesome Yacht,Y,22970712,8.53,23840317,floating,1ML,1ML,55.86,-1.92,1.8,23110824,OT,OT,N,N,N,FD,SHO,UK,Feudal,N,3.35,60204.26,4951.8,7699557.98,4.51,Verso,Super chill
201211,1077892.79,5726383.55,9601738.15,87972681.73,150632632.93,185945542.82,28983.52,27574.48,13.4,9.0,188623595.61,20070909,B,Really Big Yacht,N,21170910,36.07,23731019,floating,SVR,1ML,52.35,-0.88,-1.99,19840309,ER,PP,Y,Y,N,TH,OWN,US,Leasehold,N,1.74,75229.95,30355.67,79112.42,6.41,SPML,Never calls
199312,8546078.23,8149508.58,1417591.58,99080233.72,56597595.99,185589150.26,21349.15,93161.85,12.65,7.81,134293106.48,20160202,P,Yacht,N,20760913,31.19,20180613,fixed,3ML,FIX,25.73,-0.4,-1.27,22880101,RD,IO,N,N,Y,SD,POW,US,Freehold,Y,2.79,3189.27,64414.54,929827.9,4.93,SPML,Somewhat possessive
200407,5537189.76,2002158.22,8756590.74,17265284.71,164043005.34,146026212.71,43125.21,13450.85,5.22,11.64,107128991.62,20060217,N,Biggest Yacht,N,22480726,36.87,21820601,fixed,OTH,FIX,40.9,-0.18,1.91,23001014,PU,OT,N,Y,N,TH,SHO,UK,Leasehold,Y,4.0,87204.02,2720.93,9557237.73,6.98,Platform,Instagram stalker
199311,3774788.36,4449427.07,7445431.19,191450007.72,21026608.75,108566181.27,56256.74,96186.93,19.35,15.7,92384510.52,19921106,U,Bungaloo,Y,22820930,40.16,20160808,floating,BBR,BBR,9.89,-1.2,0.55,21360316,RR,OT,Y,N,Y,BU,POW,UK,Freehold,Y,1.04,24872.82,49569.59,1888671.1,3.64,GMAC,Clingy
199501,1144572.96,3794346.74,988296.24,67132363.94,44727181.65,146643178.61,28791.42,9365.28,16.78,14.68,30515.42,19810701,N,Bungaloo,N,21011227,27.48,21090210,fixed,BBR,BBR,86.03,-0.87,1.48,20040316,ER,OT,Y,Y,N,DT,BTL,US,Feudal,Y,2.69,36238.38,39422.29,3787139.49,13.46,Platform,Clingy
199809,1026979.02,5757177.87,8143131.77,47111189.31,30942729.62,1411023.63,98243.13,87213.54,11.19,17.36,76886589.0,19981104,P,Really Big Yacht,N,23480413,59.88,20240811,floating,SVR,3ML,35.89,0.02,0.25,20450704,ER,OT,N,N,Y,SD,SHO,UK,Freehold,N,0.97,58254.3,57829.89,7604042.43,11.07,Citibank,Instagram stalker
198601,5081660.28,882170.08,1008283.06,41990970.87,100299680.18,158788994.04,67791.31,31301.05,15.36,19.96,8839541.89,20020311,M,Awesome Yacht,Y,23341012,52.01,22060730,floating,SVR,BBR,85.55,0.52,0.85,21930603,RR,PP,N,Y,Y,ND,OWN,UK,Feudal,Y,1.25,16508.0,3655.22,9112841.33,7.53,GMAC,Never calls
199804,6232820.81,7151516.04,768463.63,164676564.48,45864639.95,53593429.82,68810.44,31247.95,19.8,13.15,103107483.92,19810201,M,Biggest Yacht,N,23140707,44.35,21511024,floating,BBR,SVR,69.6,-1.07,-1.93,20650621,ND,PP,Y,N,N,ND,POW,UK,Freehold,Y,2.85,43310.46,33136.77,3824272.42,14.1,GMAC,Never calls
201007,6381822.72,7364884.52,718157.9,83487370.61,47735116.95,168557397.4,35158.38,56450.52,5.74,5.48,23094842.57,20071128,M,House,Y,21900118,21.33,22921129,fixed,FIX,SVR,8.02,-0.08,-0.21,21900816,ND,PP,Y,Y,N,SD,BTL,US,Freehold,Y,3.59,37409.49,39242.52,9817757.89,3.06,SPML,Never calls
198407,8359274.07,848281.18,5986252.05,143711058.75,194094677.39,11437599.23,40115.81,47912.94,12.32,18.62,63122957.16,19900707,N,Bungaloo,N,21621020,54.88,22530511,fixed,BBR,SVR,82.92,-1.37,0.49,22360710,RR,PP,Y,N,N,DT,ND,UK,Freehold,Y,3.7,91101.92,32530.83,3188401.05,4.16,Kensington,Super chill
200606,4578167.85,4483545.17,7503788.08,109791328.76,184424765.34,35536790.49,93289.78,96334.96,7.26,16.86,167859051.11,19800726,U,Bank,N,21691107,48.66,23820811,fixed,1ML,OTH,60.63,-1.21,0.36,20520726,PU,ND,N,Y,Y,BU,OWN,US,Feudal,N,2.56,1874.47,85298.65,6162901.1,11.13,Platform,Super chill
201701,670080.13,7423425.42,3675030.62,147092630.25,84348985.85,61984928.26,70801.1,73187.82,10.84,14.03,3713318.99,19850701,M,Yacht,N,23041102,39.92,21580507,fixed,OTH,SVR,67.59,-1.13,-0.35,21620219,RC,OT,N,N,Y,ND,SHO,UK,Feudal,Y,2.47,32409.79,12790.89,8716729.87,9.57,Citibank,Clingy
198301,9927480.03,2197690.71,3559241.75,176336555.88,162185145.91,148437046.31,58236.93,64635.04,16.65,11.79,150461609.88,20071108,N,Bungaloo,N,20880616,35.2,22160926,fixed,OTH,BBR,12.02,-1.02,-0.16,20110423,CO,ND,N,N,N,ND,SHO,US,Freehold,N,3.37,38959.15,24574.75,7273422.48,7.12,Kensington,Super chill
201708,9066354.72,2630498.3,3396270.04,171433016.15,96305252.51,80507419.33,75557.23,72553.78,11.54,18.79,154399894.24,20150723,B,House,Y,22050104,3.38,22240512,fixed,1ML,BBR,55.4,1.38,-1.38,20871023,OT,ND,Y,N,N,DT,POW,UK,Freehold,N,3.22,89661.88,44649.98,5648597.87,4.06,Platform,Never calls
201210,6597638.59,1533401.54,4760058.32,104444914.51,40742811.03,72982117.21,77252.09,65586.8,8.09,14.35,61178686.02,20010301,M,Biggest Yacht,Y,21100303,44.64,20591102,floating,1ML,BBR,63.93,0.7,1.37,22750511,RD,ND,Y,Y,N,FD,SHO,UK,Freehold,N,3.39,70425.56,89422.15,1017009.22,5.03,Kensington,Clingy
200502,4636559.5,1725680.97,3825908.29,7068087.75,15820160.2,3526367.61,35180.13,91417.71,8.31,16.79,154536900.76,20150115,B,Biggest Yacht,N,23240409,31.14,22781021,fixed,FIX,SVR,21.87,1.01,-0.03,21350516,OT,OT,N,Y,Y,TH,OWN,US,Freehold,N,3.18,79416.96,96296.47,7886435.24,13.44,Platform,Never calls
200406,212751.01,3908140.04,5529416.47,96287852.76,24395123.02,22275564.09,50833.55,65946.9,5.66,19.16,164341719.13,20050509,N,Big Yacht,Y,23940608,19.79,20041118,fixed,FIX,BBR,45.98,-0.1,0.36,22330205,CO,RE,Y,N,Y,ND,ND,US,Feudal,N,2.74,18441.6,79206.16,7006044.9,12.65,SPML,Somewhat possessive
201503,2898534.24,6128324.06,2879815.05,72493612.41,159799843.37,75075651.17,67708.94,36117.06,5.43,16.69,9261328.79,19840421,P,House,Y,23590714,29.06,20881114,fixed,BBR,1ML,26.25,1.22,-1.49,23370911,RC,OT,Y,Y,Y,FD,POW,UK,Freehold,Y,3.45,39465.4,65655.67,9286084.74,3.82,Platform,Instagram stalker
200004,3406955.55,3506773.78,9752244.2,26790873.23,136367298.1,85271400.99,12124.1,50255.63,15.97,19.27,98112078.88,20140726,P,Biggest Yacht,N,20790804,51.6,20990330,fixed,SVR,SVR,85.46,-1.89,-0.56,22771126,ND,ND,Y,N,N,FD,ND,UK,Feudal,N,3.76,28020.15,7226.68,1924829.66,4.46,Verso,Somewhat possessive
201005,1355416.49,8328266.56,8274338.68,82542209.87,163292684.78,60914316.48,50911.64,14130.3,15.8,12.87,179509755.83,19880517,B,House,N,20330126,45.96,21820309,floating,SVR,1ML,62.78,-1.2,-1.76,23720806,RC,IO,N,N,Y,BU,ND,US,Leasehold,N,3.12,67825.0,76997.29,8264962.95,9.17,GMAC,Clingy
199609,9905097.15,9790599.99,1736633.59,64391727.02,129843507.25,159351972.21,92175.06,34931.6,6.64,18.19,66229424.99,20000728,M,Yacht,N,20600808,50.46,23081222,fixed,1ML,BBR,96.29,1.74,0.86,21771012,CO,IO,Y,Y,Y,BU,SHO,US,Freehold,N,3.3,21605.97,64496.06,7256186.18,5.7,Kensington,Super chill
201708,6058851.85,7078587.35,9244631.98,9930254.18,188763399.34,34994397.22,62435.11,24134.15,13.48,12.35,2755725.6,20120401,L,Big Yacht,N,22240715,3.95,20331209,fixed,OTH,1ML,69.67,-1.1,0.02,20530610,CO,OT,N,Y,N,SD,SHO,UK,Feudal,N,3.74,8240.41,44427.66,832093.67,11.62,GMAC,Instagram stalker
198901,2206618.0,3335101.09,3279685.39,111414532.51,36673676.84,178574035.19,19364.31,38324.39,14.65,13.48,142984565.73,20080604,B,Big Yacht,Y,23250720,46.78,23650331,fixed,SVR,3ML,47.02,1.38,1.3,20420519,ER,PP,N,N,Y,TH,OWN,US,Freehold,Y,2.65,26201.92,28152.24,1674188.21,9.74,GMAC,Super chill
198105,355239.74,1108507.7,2916279.15,688673.06,185402527.67,91811540.95,82569.97,10644.42,8.24,16.54,86198988.48,19880303,N,Bungaloo,N,23030814,23.83,20470506,fixed,OTH,OTH,68.96,-1.57,-1.36,20140903,OT,ND,Y,N,N,DT,SHO,UK,Feudal,N,0.69,99699.85,50547.43,181856.8,6.25,Kensington,Instagram stalker
200312,2682321.57,692316.69,6748759.77,69341607.2,150290475.4,171396347.87,56771.62,39329.24,17.6,9.56,133947415.39,20170315,P,House,N,19910509,41.44,20910421,fixed,FIX,OTH,35.44,1.37,-1.48,20260830,RD,RE,Y,N,Y,TH,SHO,UK,Freehold,Y,3.21,35105.27,83276.47,1164258.81,11.78,GMAC,Super chill
200401,5868031.06,6287460.54,6465300.63,25547957.03,28031741.85,90380238.7,61509.72,72357.79,17.62,14.11,3638327.17,19961229,M,House,N,20230814,10.75,21820915,fixed,SVR,BBR,64.2,-1.49,1.75,23190220,ND,ND,N,Y,N,DT,OWN,US,Freehold,N,1.44,31579.59,27943.63,4541084.83,5.75,Kensington,Instagram stalker
198511,6890798.61,4500734.07,1718038.72,1555252.81,5651677.66,97579177.68,11745.17,19388.73,11.89,6.0,176681067.91,19950625,P,Bungaloo,N,23510701,6.23,20430727,floating,OTH,1ML,39.7,0.73,1.36,20951031,CO,PP,Y,Y,N,BU,BTL,UK,Feudal,N,2.04,48168.36,5877.87,3873440.97,11.13,Platform,Super chill
199312,1472026.56,7676736.49,1736829.14,14914146.51,179450777.35,117797160.4,47160.66,18339.34,6.58,7.98,71547449.73,20141015,L,Big Yacht,N,22210416,7.23,20230527,floating,BBR,OTH,63.1,-1.27,1.88,22950328,RD,IO,Y,Y,Y,TH,ND,UK,Leasehold,Y,1.98,9332.83,69727.86,2530275.51,6.81,Citibank,Clingy
200401,6893816.58,4311510.81,3860319.91,147828439.32,30543953.25,2758271.82,70317.34,29617.18,8.02,16.75,147874780.51,19850320,M,Yacht,N,21741029,9.54,23400719,fixed,FIX,OTH,36.01,-1.17,-1.81,23820525,RD,PP,N,N,N,OT,OWN,UK,Freehold,N,1.76,96246.55,78622.34,2896832.33,10.94,Verso,Never calls
199004,7319774.11,757826.7,1495277.75,157518054.23,76556652.7,153039371.45,31614.69,80430.52,12.75,15.43,147058686.58,19900725,N,Really Big Yacht,Y,21640419,21.89,22780315,fixed,3ML,3ML,90.43,0.02,-1.74,20200313,RD,ND,N,N,N,SD,POW,UK,Feudal,Y,0.7,86898.29,58957.12,2544735.03,5.12,Citibank,Clingy
200404,3922282.71,5141934.15,557007.61,172727928.96,68398918.9,85262752.44,51727.88,79236.46,15.3,5.61,126190806.85,19870620,B,Bungaloo,N,22030117,13.6,21990215,fixed,BBR,FIX,43.91,0.52,-0.06,23430206,RR,OT,N,N,Y,TH,ND,UK,Freehold,N,3.64,6435.17,58586.09,291452.31,6.96,SPML,Instagram stalker
201608,5832952.92,4033057.35,9790375.93,33140661.57,89542725.89,119520712.3,4193.97,20011.48,8.22,7.78,9179578.3,19811127,L,Bungaloo,Y,23380827,9.62,22050624,floating,BBR,3ML,18.38,-0.62,-0.4,20230708,RR,PP,N,Y,Y,OT,SHO,UK,Freehold,N,1.55,11562.1,82359.59,8988428.9,12.68,Kensington,Never calls
198002,4944126.33,535448.86,8720307.1,57983657.05,11428960.85,92948869.21,86250.88,78986.59,5.98,19.07,139393744.96,19831121,M,Yacht,Y,22750411,59.68,22630903,floating,FIX,FIX,20.3,1.55,1.08,22630912,CO,ND,N,N,N,BU,BTL,UK,Leasehold,N,0.66,45991.7,79957.99,2919599.47,14.95,GMAC,Somewhat possessive
198310,1523340.97,8910561.1,1607481.3,49994713.1,88827591.78,68727982.38,68058.99,74858.86,5.19,5.78,13139788.16,19860916,M,Awesome Yacht,N,21350102,51.61,19990701,floating,SVR,3ML,41.63,-1.12,1.95,23360310,PU,RE,N,Y,N,TH,ND,UK,Feudal,Y,0.84,26645.31,18285.45,505398.64,5.26,Kensington,Instagram stalker
201612,1059416.1,1356697.93,1217083.83,82256595.37,79955452.59,50294645.43,79495.81,82178.4,15.94,18.44,82826233.84,19860725,B,Big Yacht,N,22180207,54.79,22060803,floating,1ML,OTH,86.26,-1.6,-1.49,23440120,PU,IO,Y,Y,N,OT,OWN,US,Freehold,N,2.13,79181.81,61457.66,2479250.24,8.75,Kensington,Instagram stalker
200303,2807001.5,871102.35,6361516.31,123973362.78,188949957.09,89281934.47,19446.94,46275.91,15.76,7.38,179829820.07,19930427,B,Yacht,N,19930319,54.45,23690427,fixed,BBR,3ML,91.5,0.96,0.93,20260704,CO,PP,N,N,Y,OT,OWN,US,Leasehold,Y,1.36,72793.8,92034.69,207963.1,9.98,GMAC,Instagram stalker
199406,1992195.19,2899774.61,470031.91,143504105.67,46622185.14,42301885.6,28707.64,85981.59,16.25,12.97,122568136.49,19880806,U,Really Big Yacht,Y,23990531,19.36,23780303,fixed,FIX,SVR,46.49,0.47,2.07,19941123,PU,IO,Y,Y,N,TH,BTL,US,Feudal,N,2.5,93719.48,85553.6,4470815.04,6.91,Kensington,Instagram stalker
199003,4780402.82,5211622.26,6299833.26,167818912.59,41769023.11,170229722.88,6390.17,95230.43,10.97,8.95,45976970.82,20070820,N,House,N,21930830,14.62,20501029,floating,OTH,SVR,16.34,1.39,-0.15,23971127,ER,ND,Y,N,Y,ND,POW,UK,Leasehold,Y,0.69,27520.81,52809.92,980686.37,3.19,Platform,Instagram stalker
201602,5153199.24,7333219.04,6414589.75,58077514.69,125234131.86,1698826.73,49192.14,40725.49,12.03,16.0,9693678.65,20110219,N,Bungaloo,Y,20960701,43.11,22960515,fixed,3ML,OTH,28.47,0.79,-1.95,22140830,ND,RE,Y,N,N,BU,BTL,UK,Feudal,Y,1.15,87349.19,56797.71,3819486.68,9.74,SPML,Clingy
198607,5145219.19,9442142.29,8156971.46,76782552.71,90430359.01,74644947.88,41960.53,54054.61,15.05,19.51,84602540.98,19890621,U,Biggest Yacht,N,22590312,36.47,23930314,fixed,BBR,FIX,22.56,1.98,2.09,22110808,RR,ND,N,Y,Y,TH,BTL,US,Feudal,Y,3.61,59766.4,5578.53,1095251.64,14.89,GMAC,Clingy
199007,403979.3,7545519.65,6296817.61,50492694.6,22535012.39,58197580.78,51690.58,35847.93,13.73,15.39,116206835.31,19930217,M,Biggest Yacht,Y,20441128,22.37,19991108,floating,3ML,SVR,13.8,-0.12,-1.55,21330923,ER,OT,N,Y,Y,OT,ND,UK,Feudal,N,3.06,2185.31,31896.69,2415479.33,12.16,Citibank,Super chill
200805,3308179.49,2991385.47,7939664.64,148329074.71,62776963.24,39957268.46,9163.43,41463.2,15.93,15.79,193768388.44,19910829,L,Big Yacht,N,22430321,48.72,23981107,floating,SVR,BBR,22.11,-1.24,-1.54,23710607,RC,IO,N,Y,N,BU,BTL,US,Feudal,N,2.29,7870.6,89833.08,8344913.26,13.99,SPML,Super chill
200607,2698959.06,9533957.15,9680318.54,130901497.21,2806837.39,176084632.14,48575.56,11901.99,6.45,16.88,157438053.51,19821212,B,Bungaloo,N,20550716,11.23,22890926,floating,3ML,BBR,1.33,0.68,-0.06,20910327,RD,RE,Y,N,N,OT,OWN,US,Leasehold,Y,3.53,89398.22,91094.84,7903709.82,14.72,Platform,Clingy
198108,4334870.9,2629296.37,5200442.95,129019068.6,137606869.26,142095463.44,90306.87,37967.54,18.36,6.75,144950414.16,19960613,M,House,Y,21770418,25.77,19801228,fixed,BBR,OTH,40.59,1.52,0.04,20770912,CO,IO,N,Y,Y,OT,POW,UK,Freehold,Y,3.16,42517.87,15880.94,5820790.71,11.98,GMAC,Instagram stalker
198810,1726805.01,1560848.43,4820965.45,68026748.87,17757270.6,112630236.79,58624.29,80244.48,18.9,14.11,120501.48,19941012,L,Bungaloo,Y,20641106,51.01,20480526,fixed,BBR,FIX,33.66,1.82,0.37,21420110,CO,ND,Y,N,N,ND,BTL,UK,Feudal,Y,1.68,43086.13,25709.76,8582781.11,6.85,SPML,Somewhat possessive
200111,1174651.86,6221470.77,9363097.04,178968917.61,171048145.93,85391115.9,2414.6,75200.2,19.38,10.35,198384120.25,19921101,L,Awesome Yacht,Y,20231008,58.24,21180102,fixed,OTH,3ML,16.98,-1.39,1.28,21471220,OT,RE,N,Y,N,SD,POW,US,Feudal,N,0.96,9747.04,95104.79,2339816.19,9.48,GMAC,Instagram stalker
200802,4958532.48,5701640.66,1210189.3,63179710.08,118282207.61,34391121.18,90421.96,41920.4,19.89,17.34,153402007.63,19810911,M,Bungaloo,Y,21651125,38.92,22040210,floating,3ML,SVR,62.81,-1.22,-0.35,22830917,ER,OT,N,N,N,DT,BTL,UK,Feudal,Y,1.56,74131.94,54103.83,1511010.94,7.03,Platform,Instagram stalker
200307,3858077.48,2777958.45,8772533.48,90821750.97,147561810.09,150206311.64,47736.61,24612.56,17.11,16.19,48638789.85,19860213,M,Yacht,N,23270102,10.92,21611204,floating,1ML,1ML,53.53,1.54,0.43,21471207,RC,OT,Y,Y,N,SD,OWN,UK,Freehold,N,0.07,39507.29,45134.5,4301303.87,3.89,Citibank,Super chill
200512,2711064.62,8235901.67,2062105.37,177330538.14,179066959.29,150925855.22,57527.92,39279.88,13.52,19.85,66268139.31,19830721,M,Really Big Yacht,Y,20270711,14.19,21360524,fixed,BBR,BBR,75.97,0.78,-0.11,23480704,RC,OT,N,Y,Y,SD,POW,US,Freehold,N,3.96,10459.83,9050.92,7759867.86,2.45,SPML,Never calls
199906,8750117.75,1254052.92,3948198.77,195461660.43,111649819.4,178789015.76,42055.22,49293.82,12.67,6.24,6812697.89,20010208,B,Bank,Y,23980428,26.52,21620103,floating,OTH,1ML,13.44,0.38,-1.26,22280527,RD,OT,Y,N,N,ND,POW,US,Feudal,Y,1.34,73622.3,50452.49,5587574.66,4.71,GMAC,Never calls
199906,314353.76,6500619.21,9637742.59,198876923.55,65164571.28,21195583.13,13865.47,63517.32,5.61,19.9,29941801.56,19890209,L,Bungaloo,N,21080426,32.77,19851130,fixed,3ML,1ML,3.02,-1.86,-1.82,23450223,CO,ND,Y,N,N,BU,ND,US,Leasehold,Y,1.94,10651.54,36449.25,635398.81,6.95,Citibank,Never calls
198902,9561322.78,1724640.29,7442028.11,128434717.46,60892292.87,148179798.61,33423.02,65341.63,6.95,14.98,129561446.85,20060515,M,Awesome Yacht,Y,20820223,22.7,20450621,fixed,SVR,FIX,18.54,0.88,-0.21,23861011,RD,RE,Y,N,N,TH,BTL,UK,Feudal,N,0.65,31262.19,25586.81,1334554.02,11.83,SPML,Somewhat possessive
200604,9571048.98,4501864.6,848377.87,160297380.01,183136880.01,108216206.7,78058.44,30424.88,6.66,16.21,165801160.52,20170705,M,Big Yacht,N,21410221,10.77,23331109,fixed,SVR,3ML,82.64,1.29,2.06,20051023,RE,RE,N,Y,N,ND,OWN,UK,Freehold,N,0.26,8327.87,54550.72,5309376.38,9.76,Platform,Never calls
200603,2585153.14,5229436.99,3243598.93,109927590.64,195246840.81,67086348.24,71615.79,93448.29,12.72,15.07,62480078.75,19800519,L,Big Yacht,Y,22090922,33.63,19800625,floating,SVR,OTH,77.89,-1.11,1.52,23160728,OT,IO,Y,Y,N,BU,OWN,US,Freehold,Y,0.38,37107.4,91773.83,6676039.11,4.4,Citibank,Clingy
200406,701957.01,518462.25,4458552.86,14765981.3,38808844.38,108704183.81,27039.69,58791.82,10.63,8.94,95912480.73,19850404,B,Big Yacht,N,22530316,33.3,23440317,floating,1ML,SVR,8.15,1.04,-1.49,20431124,RD,RE,N,Y,Y,ND,SHO,UK,Leasehold,N,2.14,7305.23,65470.66,481233.91,3.61,Kensington,Instagram stalker
201601,4781448.53,2320871.34,9039349.38,76870052.67,154361955.21,133386036.15,17784.45,73983.43,9.91,11.47,32511865.54,19860417,U,Bank,N,22350429,38.58,23310906,fixed,FIX,1ML,4.61,1.11,-0.73,22491125,PU,RE,Y,N,N,SD,POW,US,Freehold,Y,3.38,3343.71,68805.4,1066798.25,3.26,Platform,Super chill
199709,9593473.94,6870673.39,9292266.78,123848576.67,40714781.54,157977053.01,29172.73,65107.32,16.22,18.73,1803914.9,20090630,P,Big Yacht,N,21140527,29.65,23020609,floating,1ML,BBR,69.6,0.83,0.68,22990717,RD,PP,N,N,N,OT,OWN,US,Feudal,Y,3.74,97881.55,10968.46,7453968.3,5.8,Platform,Clingy
198910,4291897.13,9915835.37,7427582.48,43525907.51,148968000.66,78362011.95,47084.02,55983.76,11.96,8.85,72648118.91,19940125,B,Bank,N,22521223,1.05,20220519,floating,1ML,3ML,76.08,-1.35,-0.58,22731129,ER,PP,Y,N,N,BU,OWN,US,Feudal,Y,1.53,46379.5,53936.82,1407175.27,7.59,Platform,Somewhat possessive
200207,7263936.48,6769043.71,8814068.58,36141772.18,85723065.72,137924256.18,44952.29,29897.81,14.45,10.05,198060406.47,19950124,L,House,Y,20831218,46.83,21670507,floating,OTH,BBR,19.18,1.97,0.88,21691018,RD,OT,Y,N,N,SD,POW,UK,Leasehold,N,0.38,66838.15,98726.8,7192796.89,14.2,GMAC,Somewhat possessive
200706,9915047.45,9632319.48,9141904.0,155913398.71,90122543.41,191299913.5,80562.93,26098.33,14.44,17.51,113628538.21,19850521,B,Really Big Yacht,Y,22290623,18.22,20920423,fixed,BBR,1ML,88.61,-0.72,1.08,20440728,RC,RE,N,N,Y,SD,BTL,US,Freehold,Y,2.63,63767.15,74707.5,6231066.85,3.77,GMAC,Somewhat possessive
198207,4101924.7,171880.49,7568567.25,118751595.53,174265621.25,77298028.72,78816.89,72413.61,7.31,10.92,110231998.98,19861107,M,Bank,Y,23921016,40.25,21720402,fixed,OTH,3ML,72.4,-0.84,0.45,21650313,RR,OT,N,Y,N,DT,POW,US,Leasehold,Y,1.91,46088.87,59803.4,7778516.73,5.94,SPML,Somewhat possessive
198802,8657227.34,2303841.58,5936129.89,131223572.5,85680773.98,56088219.98,29415.46,78373.82,12.86,8.19,90894294.91,19840825,N,Really Big Yacht,Y,23950712,4.48,20081120,floating,1ML,BBR,62.65,-0.54,0.69,22801010,OT,PP,N,N,N,FD,OWN,UK,Feudal,Y,1.81,70703.87,40584.48,7246570.75,4.92,Kensington,Instagram stalker
201103,4206545.96,1342413.58,7998173.02,64738926.3,190847218.2,110665922.86,29012.02,7990.6,9.33,16.15,110531074.55,19850425,M,Bank,Y,21980223,36.39,22350213,floating,SVR,BBR,86.97,0.01,1.1,21900424,RR,PP,N,N,N,TH,OWN,US,Feudal,N,1.95,54668.15,39819.0,894522.24,3.53,GMAC,Super chill
198304,1666252.27,3340709.19,482319.19,168916295.32,115787357.73,37656530.41,21977.34,39891.3,9.06,13.06,168330815.58,20170609,B,House,N,22780523,35.15,22671130,floating,BBR,FIX,70.03,-1.88,-1.62,21361110,CO,PP,Y,N,Y,OT,BTL,UK,Freehold,N,2.17,77876.99,80175.83,8996946.41,7.28,Verso,Clingy
198711,1185924.77,6745647.27,967552.56,114558942.76,65481846.19,53786530.81,61562.01,68071.21,12.82,9.26,165740298.09,20161003,L,Biggest Yacht,Y,22901030,25.95,21340316,fixed,OTH,FIX,85.76,1.82,0.58,23470424,ND,PP,N,N,Y,OT,OWN,US,Feudal,N,2.89,10121.1,92328.56,8591742.69,11.29,Kensington,Instagram stalker
199607,183421.89,2659219.22,6691415.89,8518971.24,15945462.82,67018719.63,74048.84,52212.02,17.55,16.24,61382759.11,19940519,U,Yacht,N,23430405,53.86,21270527,fixed,FIX,FIX,85.37,1.69,-1.97,21781231,ER,OT,N,N,N,FD,ND,US,Leasehold,Y,2.73,85169.91,75259.47,1379876.13,8.56,Platform,Somewhat possessive
198212,1280530.77,6849707.25,323080.24,87364176.54,31035143.73,88619293.01,14919.21,25750.15,13.99,17.73,48720106.66,20020119,L,Bank,N,22770623,56.73,23011110,floating,OTH,SVR,11.9,-1.81,-1.37,23251201,CO,RE,N,Y,Y,OT,SHO,US,Feudal,Y,2.18,95912.41,75958.75,4796812.02,9.69,Kensington,Never calls
199305,3711624.08,2174006.94,1631154.71,48446038.65,13526197.35,3474146.71,36530.44,40118.26,13.11,16.59,135289372.8,20090426,B,Awesome Yacht,N,20670407,21.09,23220122,fixed,SVR,3ML,48.84,-1.1,1.71,23920125,PU,OT,N,N,N,TH,SHO,UK,Freehold,N,3.02,12121.33,41040.16,2463558.1,3.4,GMAC,Never calls
